;ImageID;Xc;Yc;Orientation;Class;Full_Contain;Occlude;X1;X2;X3;X4;Y1;Y2;Y3;Y4;Xmin;Ymin;Xmax;Ymax;Xmin_rel;Ymin_rel;Xmax_rel;Ymax_rel
2140;00000621.txt;170.897360;379.675010;1.599915;11;1;0;168;175;176;166;368;366;393;392;166;366;176;393;0.32421875;0.71484375;0.34375;0.767578125
2141;00000621.txt;181.210494;380.130001;1.513388;9;1;0;175;186;187;177;370;369;391;392;175;369;187;392;0.341796875;0.720703125;0.365234375;0.765625
2142;00000621.txt;205.021697;380.736656;1.548073;11;1;0;201;209;210;201;370;370;392;392;201;370;210;392;0.392578125;0.72265625;0.41015625;0.765625
2143;00000621.txt;416.227241;386.964965;1.584880;1;1;0;413;420;420;412;378;378;396;396;412;378;420;396;0.8046875;0.73828125;0.8203125;0.7734375
2144;00000622.txt;484.823348;459.045292;-0.010989;1;1;0;474;496;497;474;456;455;463;463;474;455;497;463;0.92578125;0.888671875;0.970703125;0.904296875
2145;00000622.txt;275.751327;425.174126;-1.596108;1;1;0;272;279;280;273;416;415;435;435;272;415;280;435;0.53125;0.810546875;0.546875;0.849609375
2146;00000623.txt;241.637738;442.687106;1.486658;11;1;0;237;245;247;238;433;432;453;454;237;432;247;454;0.462890625;0.84375;0.482421875;0.88671875
2147;00000623.txt;243.982554;465.688641;1.430547;11;1;0;238;247;250;242;455;456;477;477;238;455;250;477;0.46484375;0.888671875;0.48828125;0.931640625
2148;00000623.txt;242.307685;494.608046;1.538287;5;1;0;235;249;250;236;480;479;510;510;235;479;250;510;0.458984375;0.935546875;0.48828125;0.99609375
2149;00000624.txt;235.259502;405.321106;-1.252848;1;1;0;235;243;236;228;394;397;416;415;228;394;243;416;0.4453125;0.76953125;0.474609375;0.8125
2150;00000625.txt;455.369537;259.972927;-0.000000;4;1;0;447;464;465;447;255;255;265;266;447;255;465;266;0.873046875;0.498046875;0.908203125;0.51953125
2151;00000626.txt;16.959281;286.958918;-0.162199;2;1;0;2;30;32;5;284;280;290;295;2;280;32;295;0.00390625;0.546875;0.0625;0.576171875
2152;00000626.txt;126.883235;283.490953;-2.786521;23;1;0;118;140;137;114;274;283;292;285;114;274;140;292;0.22265625;0.53515625;0.2734375;0.5703125
2153;00000626.txt;44.492815;359.260715;-1.949091;1;1;0;45;52;45;37;348;368;371;351;37;348;52;371;0.072265625;0.6796875;0.1015625;0.724609375
2154;00000627.txt;83.864037;341.692965;0.026660;11;1;0;74;94;93;75;339;339;346;345;74;339;94;346;0.14453125;0.662109375;0.18359375;0.67578125
2155;00000627.txt;82.157849;355.439963;0.075127;1;1;0;71;94;94;71;350;352;361;359;71;350;94;361;0.138671875;0.68359375;0.18359375;0.705078125
2156;00000628.txt;139.006779;382.280163;0.303177;10;1;0;117;166;161;113;368;384;396;381;113;368;166;396;0.220703125;0.71875;0.32421875;0.7734375
2157;00000629.txt;375.196125;120.799195;0.844154;11;1;0;372;385;380;365;111;127;131;116;365;111;385;131;0.712890625;0.216796875;0.751953125;0.255859375
2158;00000630.txt;34.594667;404.762816;-2.138334;11;1;0;33;45;37;24;393;414;416;397;24;393;45;416;0.046875;0.767578125;0.087890625;0.8125
2159;00000631.txt;344.448424;469.315434;1.560696;1;1;0;340;349;350;340;457;457;482;482;340;457;350;482;0.6640625;0.892578125;0.68359375;0.94140625
2160;00000632.txt;263.984488;322.322798;1.557810;1;1;0;260;268;268;260;313;313;332;332;260;313;268;332;0.5078125;0.611328125;0.5234375;0.6484375
2161;00000632.txt;210.408042;363.546308;-1.756145;1;1;0;205;213;216;208;357;355;371;372;205;355;216;372;0.400390625;0.693359375;0.421875;0.7265625
2162;00000632.txt;228.690386;359.734546;-1.565420;5;1;0;224;234;234;224;337;337;383;383;224;337;234;383;0.4375;0.658203125;0.45703125;0.748046875
2163;00000633.txt;98.574664;329.847507;1.624508;11;1;0;94;105;104;93;319;318;342;341;93;318;105;342;0.181640625;0.62109375;0.205078125;0.66796875
2164;00000633.txt;186.653072;290.635868;-2.936198;1;1;0;177;198;194;179;286;291;295;292;177;286;198;295;0.345703125;0.55859375;0.38671875;0.576171875
2165;00000633.txt;105.865271;120.587400;0.775297;1;1;0;102;116;108;97;113;126;128;117;97;113;116;128;0.189453125;0.220703125;0.2265625;0.25
2166;00000633.txt;471.264970;72.564933;-0.977047;11;1;0;475;482;468;461;60;66;86;80;461;60;482;86;0.900390625;0.1171875;0.94140625;0.16796875
2167;00000633.txt;429.294722;61.727545;-2.526253;1;1;0;423;439;434;422;55;65;69;58;422;55;439;69;0.82421875;0.107421875;0.857421875;0.134765625
2168;00000633.txt;355.600484;90.101798;-3.052786;2;1;0;339;375;373;336;84;86;98;93;336;84;375;98;0.65625;0.1640625;0.732421875;0.19140625
2169;00000633.txt;353.827093;125.569613;-2.922924;2;1;0;341;371;367;338;116;124;134;129;338;116;371;134;0.66015625;0.2265625;0.724609375;0.26171875
2170;00000633.txt;412.743075;250.692182;1.513716;1;1;0;409;416;418;409;242;242;259;260;409;242;418;260;0.798828125;0.47265625;0.81640625;0.5078125
2171;00000633.txt;428.900635;253.450790;1.861199;1;1;0;430;435;431;421;241;244;267;262;421;241;435;267;0.822265625;0.470703125;0.849609375;0.521484375
2172;00000634.txt;226.826044;97.152370;0.752352;31;1;0;221;254;232;202;74;104;120;91;202;74;254;120;0.39453125;0.14453125;0.49609375;0.234375
2173;00000634.txt;268.300698;95.367036;-2.659080;31;1;0;257;293;281;243;73;94;117;99;243;73;293;117;0.474609375;0.142578125;0.572265625;0.228515625
2174;00000634.txt;268.163365;131.897692;0.649489;31;1;0;264;294;276;239;110;134;156;129;239;110;294;156;0.466796875;0.21484375;0.57421875;0.3046875
2175;00000634.txt;304.556686;130.249692;-2.465922;31;1;0;297;331;311;280;107;135;152;127;280;107;331;152;0.546875;0.208984375;0.646484375;0.296875
2176;00000634.txt;304.419353;168.977680;0.591292;31;1;0;297;330;315;277;149;173;189;166;277;149;330;189;0.541015625;0.291015625;0.64453125;0.369140625
2177;00000634.txt;341.224674;208.529667;0.748977;31;1;0;336;370;345;315;184;215;232;204;315;184;370;232;0.615234375;0.359375;0.72265625;0.453125
2178;00000634.txt;378.441996;198.092338;-2.533593;31;1;0;369;406;388;352;173;201;222;198;352;173;406;222;0.6875;0.337890625;0.79296875;0.43359375
2179;00000634.txt;387.093994;174.745678;0.481938;1;1;0;382;398;393;377;169;177;182;173;377;169;398;182;0.736328125;0.330078125;0.77734375;0.35546875
2180;00000634.txt;204.494457;457.808695;-0.006211;31;1;0;184;225;224;185;443;443;473;473;184;443;225;473;0.359375;0.865234375;0.439453125;0.923828125
2181;00000635.txt;161.194524;62.575927;-1.599360;11;1;0;156;166;167;156;49;50;76;76;156;49;167;76;0.3046875;0.095703125;0.326171875;0.1484375
2182;00000635.txt;166.965443;134.776538;1.596765;11;1;0;163;172;173;161;126;125;146;143;161;125;173;146;0.314453125;0.244140625;0.337890625;0.28515625
2183;00000635.txt;79.632199;89.763369;0.209222;5;1;0;63;100;97;61;81;90;98;91;61;81;100;98;0.119140625;0.158203125;0.1953125;0.19140625
2184;00000636.txt;362.009770;428.474902;-2.024135;9;1;0;361;371;363;354;418;436;441;420;354;418;371;441;0.69140625;0.81640625;0.724609375;0.861328125
2185;00000636.txt;336.908230;464.939279;-0.333436;2;1;0;358;361;316;314;454;461;478;468;314;454;361;478;0.61328125;0.88671875;0.705078125;0.93359375
2186;00000636.txt;325.855288;440.354232;2.697174;11;1;0;310;316;342;337;443;451;438;430;310;430;342;451;0.60546875;0.83984375;0.66796875;0.880859375
2187;00000637.txt;33.009363;270.413839;-0.009708;23;1;1;20;47;45;20;266;265;276;276;20;265;47;276;0.0390625;0.517578125;0.091796875;0.5390625
2188;00000637.txt;90.844592;277.194521;0.019799;11;1;0;80;103;104;77;274;274;282;281;77;274;104;282;0.150390625;0.53515625;0.203125;0.55078125
2189;00000637.txt;143.095729;269.117532;2.808349;11;1;0;133;152;155;135;269;261;271;276;133;261;155;276;0.259765625;0.509765625;0.302734375;0.5390625
2190;00000637.txt;90.146580;319.075203;-0.440153;5;1;1;107;112;74;68;305;315;335;322;68;305;112;335;0.1328125;0.595703125;0.21875;0.654296875
2191;00000637.txt;248.810790;359.940394;2.870646;11;1;0;236;259;261;239;360;353;361;367;236;353;261;367;0.4609375;0.689453125;0.509765625;0.716796875
2192;00000638.txt;406.204816;255.649913;-0.011627;4;1;0;398;418;417;394;250;250;262;262;394;250;418;262;0.76953125;0.48828125;0.81640625;0.51171875
2193;00000638.txt;452.495689;230.496425;1.972025;4;1;0;449;463;456;443;220;225;242;236;443;220;463;242;0.865234375;0.4296875;0.904296875;0.47265625
2194;00000638.txt;464.121250;244.130039;-1.496308;4;1;0;460;470;471;456;237;235;253;252;456;235;471;253;0.890625;0.458984375;0.919921875;0.494140625
2195;00000638.txt;486.843938;228.065627;0.007812;10;1;0;470;503;503;472;223;223;234;233;470;223;503;234;0.91796875;0.435546875;0.982421875;0.45703125
2196;00000638.txt;355.052346;192.554820;0.043832;10;1;0;341;368;371;341;186;187;200;198;341;186;371;200;0.666015625;0.36328125;0.724609375;0.390625
2197;00000638.txt;448.479585;164.970533;-0.027020;2;1;0;430;467;467;431;160;158;171;171;430;158;467;171;0.83984375;0.30859375;0.912109375;0.333984375
2198;00000639.txt;361.753016;199.828708;2.310074;11;1;0;366;374;358;351;189;194;211;206;351;189;374;211;0.685546875;0.369140625;0.73046875;0.412109375
2199;00000639.txt;341.947950;304.484719;1.496465;11;1;0;337;345;347;339;293;293;317;316;337;293;347;317;0.658203125;0.572265625;0.677734375;0.619140625
2200;00000640.txt;113.150503;61.104172;-0.370323;11;1;0;123;125;105;100;54;60;69;62;100;54;125;69;0.1953125;0.10546875;0.244140625;0.134765625
2201;00000640.txt;49.360385;31.922639;-3.064821;2;1;0;78;77;21;23;29;39;35;25;21;25;78;39;0.041015625;0.048828125;0.15234375;0.076171875
2202;00000641.txt;36.747814;245.610850;1.497756;11;1;0;33;43;41;31;256;256;236;236;31;236;43;256;0.060546875;0.4609375;0.083984375;0.5
2203;00000641.txt;37.718104;219.786221;-1.513388;5;1;0;33;41;43;34;231;231;209;209;33;209;43;231;0.064453125;0.408203125;0.083984375;0.451171875
2204;00000642.txt;347.321078;40.833779;0.836781;9;1;0;362;341;333;354;50;27;32;55;333;27;362;55;0.650390625;0.052734375;0.70703125;0.107421875
2205;00000642.txt;380.109103;15.688650;0.754639;9;1;0;374;392;386;370;5;21;26;11;370;5;392;26;0.72265625;0.009765625;0.765625;0.05078125
2206;00000642.txt;336.525487;472.530227;-1.623380;1;1;0;332;340;341;333;463;463;483;482;332;463;341;483;0.6484375;0.904296875;0.666015625;0.943359375
2207;00000642.txt;457.750776;470.139433;-1.570796;1;1;0;453;463;462;454;460;460;481;481;453;460;463;481;0.884765625;0.8984375;0.904296875;0.939453125
2208;00000643.txt;24.282131;413.606484;0.096667;5;1;0;3;46;44;5;406;410;421;417;3;406;46;421;0.005859375;0.79296875;0.08984375;0.822265625
2209;00000643.txt;27.914896;450.120420;0.096474;23;1;1;16;40;39;17;444;446;457;454;16;444;40;457;0.03125;0.8671875;0.078125;0.892578125
2210;00000644.txt;272.630279;39.375060;-3.141592;1;1;0;262;283;283;263;36;36;43;43;262;36;283;43;0.51171875;0.0703125;0.552734375;0.083984375
2211;00000645.txt;450.821416;35.818128;-0.036020;10;1;0;423;479;479;424;31;29;41;43;423;29;479;43;0.826171875;0.056640625;0.935546875;0.083984375
2212;00000645.txt;287.103416;43.271743;-0.033641;10;1;0;262;313;313;261;39;37;48;50;261;37;313;50;0.509765625;0.072265625;0.611328125;0.09765625
2213;00000645.txt;357.847376;13.195752;2.790562;1;1;0;365;369;352;347;7;14;21;13;347;7;369;21;0.677734375;0.013671875;0.720703125;0.041015625
2214;00000646.txt;434.104373;481.415094;0.184684;11;1;0;424;447;445;422;476;479;488;483;422;476;447;488;0.82421875;0.9296875;0.873046875;0.953125
2215;00000647.txt;210.555632;382.603792;-1.624508;11;1;0;206;214;217;206;371;371;394;395;206;371;217;395;0.40234375;0.724609375;0.423828125;0.771484375
2216;00000647.txt;122.170924;243.100392;0.013333;1;1;0;113;132;132;113;240;240;247;247;113;240;132;247;0.220703125;0.46875;0.2578125;0.482421875
2217;00000647.txt;500.439337;247.194388;-0.885067;10;1;0;502;511;498;492;237;244;257;252;492;237;511;257;0.9609375;0.462890625;0.998046875;0.501953125
2218;00000647.txt;285.089637;485.744675;-1.698013;11;1;0;279;288;291;282;476;475;496;497;279;475;291;497;0.544921875;0.927734375;0.568359375;0.970703125
2219;00000648.txt;65.295962;319.524068;1.570796;2;1;0;58;73;73;58;358;359;281;281;58;281;73;359;0.11328125;0.548828125;0.142578125;0.701171875
2220;00000648.txt;97.609442;314.898279;-1.570796;1;1;0;94;102;102;94;306;306;325;324;94;306;102;325;0.18359375;0.59765625;0.19921875;0.634765625
2221;00000648.txt;53.140174;163.813751;1.570796;1;1;0;49;58;58;49;153;153;175;176;49;153;58;176;0.095703125;0.298828125;0.11328125;0.34375
2222;00000648.txt;102.489552;76.619051;-1.570796;1;1;0;99;107;107;98;68;68;86;86;98;68;107;86;0.19140625;0.1328125;0.208984375;0.16796875
2223;00000648.txt;67.762617;62.339442;1.544487;1;1;0;71;73;64;64;53;72;72;53;64;53;73;72;0.125;0.103515625;0.142578125;0.140625
2224;00000649.txt;91.069102;17.880012;-0.020199;5;1;0;82;103;104;76;13;12;24;24;76;12;104;24;0.1484375;0.0234375;0.203125;0.046875
2225;00000649.txt;53.423062;24.110166;1.161550;11;1;0;53;62;55;46;12;33;37;16;46;12;62;37;0.08984375;0.0234375;0.12109375;0.072265625
2226;00000650.txt;278.874167;283.094478;1.584309;1;1;0;275;283;284;274;274;274;293;292;274;274;284;293;0.53515625;0.53515625;0.5546875;0.572265625
2227;00000651.txt;116.227366;332.118283;0.008928;10;1;0;103;130;131;102;326;326;339;339;102;326;131;339;0.19921875;0.63671875;0.255859375;0.662109375
2228;00000652.txt;462.183060;141.142912;0.100333;2;1;0;445;481;481;443;134;137;149;145;443;134;481;149;0.865234375;0.26171875;0.939453125;0.291015625
2229;00000653.txt;266.358925;363.436842;1.862253;11;1;0;265;275;269;258;352;353;377;373;258;352;275;377;0.50390625;0.6875;0.537109375;0.736328125
2230;00000653.txt;286.457353;369.778057;1.456356;1;1;0;281;290;292;284;360;359;381;381;281;359;292;381;0.548828125;0.701171875;0.5703125;0.744140625
2231;00000653.txt;343.098379;355.053539;1.798272;11;1;0;335;346;351;342;367;370;343;341;335;341;351;370;0.654296875;0.666015625;0.685546875;0.72265625
2232;00000653.txt;372.762369;430.180820;-0.972087;10;1;0;379;385;370;358;415;419;449;438;358;415;385;449;0.69921875;0.810546875;0.751953125;0.876953125
2233;00000653.txt;286.564831;459.522376;1.557639;1;1;0;282;291;292;282;451;450;469;469;282;450;292;469;0.55078125;0.87890625;0.5703125;0.916015625
2234;00000653.txt;443.678892;134.083122;2.550781;11;1;0;431;436;457;451;139;144;132;123;431;123;457;144;0.841796875;0.240234375;0.892578125;0.28125
2235;00000653.txt;443.034022;211.359967;1.860884;11;1;0;438;444;449;443;219;221;205;201;438;201;449;221;0.85546875;0.392578125;0.876953125;0.431640625
2236;00000654.txt;107.445201;388.214156;2.176341;1;1;0;109;116;108;99;380;384;396;394;99;380;116;396;0.193359375;0.7421875;0.2265625;0.7734375
2237;00000654.txt;201.243838;311.032847;2.132718;1;1;0;202;209;199;195;302;307;319;317;195;302;209;319;0.380859375;0.58984375;0.408203125;0.623046875
2238;00000654.txt;248.349156;262.966195;2.327631;1;1;0;252;258;244;240;254;259;272;268;240;254;258;272;0.46875;0.49609375;0.50390625;0.53125
2239;00000654.txt;290.373508;214.212653;2.133081;9;1;0;293;300;288;282;203;207;226;221;282;203;300;226;0.55078125;0.396484375;0.5859375;0.44140625
2240;00000654.txt;315.093500;163.399337;2.429746;1;1;0;320;323;311;307;155;161;172;167;307;155;323;172;0.599609375;0.302734375;0.630859375;0.3359375
2241;00000654.txt;366.044151;137.992678;2.461684;1;1;0;369;375;362;358;132;135;146;140;358;132;375;146;0.69921875;0.2578125;0.732421875;0.28515625
2242;00000654.txt;429.080130;65.892701;2.549993;1;1;0;434;440;424;418;59;62;74;69;418;59;440;74;0.81640625;0.115234375;0.859375;0.14453125
2243;00000654.txt;476.406011;43.784653;2.261243;1;1;0;479;484;473;470;37;39;52;47;470;37;484;52;0.91796875;0.072265625;0.9453125;0.1015625
2244;00000655.txt;251.106570;27.330333;-0.771315;10;1;0;255;265;246;239;16;22;39;33;239;16;265;39;0.466796875;0.03125;0.517578125;0.076171875
2245;00000655.txt;305.902553;41.863181;0.166054;10;1;0;285;330;327;282;32;40;52;44;282;32;330;52;0.55078125;0.0625;0.64453125;0.1015625
2246;00000655.txt;333.568089;276.206016;-1.523213;10;1;0;326;341;342;326;287;287;266;266;326;266;342;287;0.63671875;0.51953125;0.66796875;0.560546875
2247;00000655.txt;356.622169;273.597878;1.538549;10;1;0;350;365;363;350;293;294;255;254;350;254;365;294;0.68359375;0.49609375;0.712890625;0.57421875
2248;00000656.txt;96.069227;248.171220;-1.473281;10;1;0;92;103;102;88;237;237;260;260;88;237;103;260;0.171875;0.462890625;0.201171875;0.5078125
2249;00000656.txt;113.297988;248.581428;1.549523;10;1;0;108;118;121;107;237;237;262;259;107;237;121;262;0.208984375;0.462890625;0.236328125;0.51171875
2250;00000656.txt;188.639627;257.059072;-1.563497;2;1;0;182;196;196;181;240;240;275;274;181;240;196;275;0.353515625;0.46875;0.3828125;0.537109375
2251;00000656.txt;210.927626;250.495735;1.546559;10;1;0;203;218;219;205;230;230;271;272;203;230;219;272;0.396484375;0.44921875;0.427734375;0.53125
2252;00000656.txt;231.438054;251.452889;-1.741009;2;1;0;223;234;240;228;236;236;267;268;223;236;240;268;0.435546875;0.4609375;0.46875;0.5234375
2253;00000656.txt;272.478226;29.511544;0.000000;10;1;0;256;290;289;256;23;23;36;37;256;23;290;37;0.5;0.044921875;0.56640625;0.072265625
2254;00000657.txt;224.971448;35.004876;-0.009259;9;1;0;212;239;239;212;32;31;39;39;212;31;239;39;0.4140625;0.060546875;0.466796875;0.076171875
2255;00000657.txt;228.425679;46.536693;-0.023805;1;1;0;218;240;239;218;44;43;50;50;218;43;240;50;0.42578125;0.083984375;0.46875;0.09765625
2256;00000657.txt;252.824930;120.981060;3.111299;2;1;0;228;278;278;228;116;115;126;128;228;115;278;128;0.4453125;0.224609375;0.54296875;0.25
2257;00000657.txt;257.607711;161.794125;3.122241;2;1;0;238;277;278;239;157;155;169;168;238;155;278;169;0.46484375;0.302734375;0.54296875;0.330078125
2258;00000657.txt;257.076291;182.094373;-3.129094;2;1;0;238;277;277;236;177;177;189;188;236;177;277;189;0.4609375;0.345703125;0.541015625;0.369140625
2259;00000657.txt;250.193541;345.516645;3.136667;2;1;0;224;276;276;226;341;340;351;351;224;340;276;351;0.4375;0.6640625;0.5390625;0.685546875
2260;00000657.txt;254.551186;385.798290;-3.122961;2;1;0;234;275;275;235;381;381;392;391;234;381;275;392;0.45703125;0.744140625;0.537109375;0.765625
2261;00000657.txt;246.473600;446.699036;3.127769;2;1;0;220;273;274;219;442;440;453;453;219;440;274;453;0.427734375;0.859375;0.53515625;0.884765625
2262;00000658.txt;474.240325;226.556751;3.129966;1;1;0;464;485;485;464;223;223;231;231;464;223;485;231;0.90625;0.435546875;0.947265625;0.451171875
2263;00000659.txt;417.580193;118.687423;-1.622034;11;1;0;413;421;423;413;109;109;129;128;413;109;423;129;0.806640625;0.212890625;0.826171875;0.251953125
2264;00000660.txt;239.798666;389.337303;1.547271;9;1;0;236;244;245;235;379;379;401;400;235;379;245;401;0.458984375;0.740234375;0.478515625;0.783203125
2265;00000660.txt;418.922476;371.982321;-3.141592;1;1;0;409;429;430;409;368;368;377;376;409;368;430;377;0.798828125;0.71875;0.83984375;0.736328125
2266;00000660.txt;389.070149;142.359674;-1.585947;1;1;0;385;394;394;385;135;134;151;151;385;134;394;151;0.751953125;0.26171875;0.76953125;0.294921875
2267;00000660.txt;172.821221;433.131098;-1.579971;2;1;0;167;179;180;166;420;420;447;447;166;420;180;447;0.32421875;0.8203125;0.3515625;0.873046875
2268;00000661.txt;211.375452;297.241001;-0.051501;11;1;0;200;223;225;199;293;292;301;303;199;292;225;303;0.388671875;0.5703125;0.439453125;0.591796875
2269;00000661.txt;266.267568;295.799002;0.000000;11;1;0;255;278;278;255;291;291;301;301;255;291;278;301;0.498046875;0.568359375;0.54296875;0.587890625
2270;00000662.txt;13.416083;156.421834;3.129829;1;1;0;3;25;24;3;161;161;152;153;3;152;25;161;0.005859375;0.296875;0.048828125;0.314453125
2271;00000662.txt;420.731095;50.222598;3.099950;1;1;0;411;429;431;413;47;47;53;55;411;47;431;55;0.802734375;0.091796875;0.841796875;0.107421875
2272;00000663.txt;259.584213;184.803848;-0.012345;1;1;0;250;270;270;250;181;181;189;189;250;181;270;189;0.48828125;0.353515625;0.52734375;0.369140625
2273;00000664.txt;376.409464;483.789765;3.035609;11;1;0;365;388;389;365;481;479;487;490;365;479;389;490;0.712890625;0.935546875;0.759765625;0.95703125
2274;00000664.txt;321.613155;467.342190;-1.537841;2;1;1;317;328;327;315;444;445;491;489;315;444;328;491;0.615234375;0.8671875;0.640625;0.958984375
2275;00000665.txt;319.500339;32.593184;0.009346;11;1;0;306;333;333;307;28;29;37;37;306;28;333;37;0.59765625;0.0546875;0.650390625;0.072265625
2276;00000665.txt;321.431365;80.429952;0.020830;1;1;0;309;334;333;310;77;77;85;84;309;77;334;85;0.603515625;0.150390625;0.65234375;0.166015625
2277;00000665.txt;376.377817;38.912903;3.081665;11;1;0;364;389;390;365;36;33;43;44;364;33;390;44;0.7109375;0.064453125;0.76171875;0.0859375
2278;00000666.txt;340.366043;422.152794;3.114933;1;1;0;331;350;350;331;419;419;425;426;331;419;350;426;0.646484375;0.818359375;0.68359375;0.83203125
2279;00000667.txt;156.462437;471.204065;-3.114933;1;1;0;147;166;166;148;467;468;476;475;147;467;166;476;0.287109375;0.912109375;0.32421875;0.9296875
2280;00000668.txt;56.855796;175.195295;1.573912;2;1;0;52;62;63;51;216;216;136;135;51;135;63;216;0.099609375;0.263671875;0.123046875;0.421875
2281;00000669.txt;451.319996;422.467466;-1.570796;1;1;0;448;456;456;448;413;413;432;432;448;413;456;432;0.875;0.806640625;0.890625;0.84375
2282;00000670.txt;262.211869;67.803207;-3.095648;11;1;0;252;273;274;251;64;64;73;71;251;64;274;73;0.490234375;0.125;0.53515625;0.142578125
2283;00000670.txt;261.052604;132.176511;3.114933;1;1;0;252;271;271;252;129;128;136;136;252;128;271;136;0.4921875;0.25;0.529296875;0.265625
2284;00000670.txt;340.155393;111.173356;-0.023252;11;1;0;329;351;352;330;108;107;116;116;329;107;352;116;0.642578125;0.208984375;0.6875;0.2265625
2285;00000670.txt;439.079921;55.668912;-0.000000;11;1;0;428;451;452;427;52;52;60;60;427;52;452;60;0.833984375;0.1015625;0.8828125;0.1171875
2286;00000670.txt;439.284497;77.353987;0.029694;11;1;0;427;452;452;427;73;74;82;81;427;73;452;82;0.833984375;0.142578125;0.8828125;0.16015625
2287;00000671.txt;235.368175;212.157655;-0.106736;1;1;0;225;245;247;225;210;208;215;217;225;208;247;217;0.439453125;0.40625;0.482421875;0.423828125
2288;00000672.txt;394.464611;169.541941;-0.011904;1;1;0;384;405;406;385;166;165;175;174;384;165;406;175;0.75;0.322265625;0.79296875;0.341796875
2289;00000672.txt;238.808075;98.571082;-3.141592;1;1;0;229;249;249;230;95;96;102;102;229;95;249;102;0.447265625;0.185546875;0.486328125;0.19921875
2290;00000672.txt;211.644745;165.147873;-0.022984;1;1;0;201;223;223;201;161;161;169;170;201;161;223;170;0.392578125;0.314453125;0.435546875;0.33203125
2291;00000672.txt;40.062920;180.671126;-0.012345;1;1;0;31;50;51;30;177;176;185;185;30;176;51;185;0.05859375;0.34375;0.099609375;0.361328125
2292;00000673.txt;269.268433;339.545731;0.908233;10;1;0;265;283;273;256;326;348;355;331;256;326;283;355;0.5;0.63671875;0.552734375;0.693359375
2293;00000673.txt;315.283444;321.940797;-1.107149;10;1;0;316;328;314;304;308;311;338;333;304;308;328;338;0.59375;0.6015625;0.640625;0.66015625
2294;00000673.txt;398.237097;328.536574;-1.196463;10;1;0;399;409;399;387;313;317;345;340;387;313;409;345;0.755859375;0.611328125;0.798828125;0.673828125
2295;00000673.txt;471.730708;325.648993;1.486033;10;1;0;464;477;480;467;307;307;346;344;464;307;480;346;0.90625;0.599609375;0.9375;0.67578125
2296;00000673.txt;484.678252;192.149028;-0.000000;1;1;0;476;494;495;475;188;188;197;197;475;188;495;197;0.927734375;0.3671875;0.966796875;0.384765625
2297;00000673.txt;155.437200;86.714895;-3.128773;1;1;0;146;166;165;146;83;83;91;91;146;83;166;91;0.28515625;0.162109375;0.32421875;0.177734375
2298;00000674.txt;139.429527;195.206547;0.020616;11;1;0;127;151;152;128;191;192;200;199;127;191;152;200;0.248046875;0.373046875;0.296875;0.390625
2299;00000674.txt;294.314011;181.230198;0.022723;9;1;0;283;305;306;284;176;177;186;186;283;176;306;186;0.552734375;0.34375;0.59765625;0.36328125
2300;00000674.txt;381.729635;126.668279;-3.101075;1;1;0;373;392;391;372;123;124;131;130;372;123;392;131;0.7265625;0.240234375;0.765625;0.255859375
2301;00000674.txt;452.872890;314.469042;2.971534;2;1;0;440;465;466;442;312;308;318;322;440;308;466;322;0.859375;0.6015625;0.91015625;0.62890625
2302;00000674.txt;492.282767;318.257052;0.110657;2;1;0;480;505;505;481;312;315;325;322;480;312;505;325;0.9375;0.609375;0.986328125;0.634765625
2303;00000674.txt;204.052005;444.018642;0.000000;11;1;0;192;216;216;193;440;440;448;448;192;440;216;448;0.375;0.859375;0.421875;0.875
2304;00000675.txt;135.024114;146.425165;-3.111602;11;1;0;122;148;147;123;142;142;152;150;122;142;148;152;0.23828125;0.27734375;0.2890625;0.296875
2305;00000675.txt;295.102185;147.134522;-3.104111;1;1;0;286;305;306;285;142;142;153;152;285;142;306;153;0.556640625;0.27734375;0.59765625;0.298828125
2306;00000675.txt;300.422357;216.296761;0.024995;1;1;0;291;310;311;291;212;212;222;221;291;212;311;222;0.568359375;0.4140625;0.607421875;0.43359375
2307;00000675.txt;295.662032;314.452264;0.006667;2;1;0;277;315;314;277;309;310;320;320;277;309;315;320;0.541015625;0.603515625;0.615234375;0.625
2308;00000675.txt;19.993751;472.644273;-3.128935;1;1;0;11;30;30;10;469;469;477;476;10;469;30;477;0.01953125;0.916015625;0.05859375;0.931640625
2309;00000675.txt;42.456699;505.511115;0.011764;1;1;0;32;53;54;32;502;502;509;509;32;502;54;509;0.0625;0.98046875;0.10546875;0.994140625
2310;00000676.txt;309.188401;176.314263;3.128080;1;1;0;301;318;319;300;173;172;181;180;300;172;319;181;0.5859375;0.3359375;0.623046875;0.353515625
2311;00000677.txt;288.873822;315.995952;0.941151;10;1;0;289;302;289;276;303;321;329;312;276;303;302;329;0.5390625;0.591796875;0.58984375;0.642578125
2312;00000678.txt;437.490534;394.453864;-1.561273;10;1;0;430;445;444;431;407;408;382;381;430;381;445;408;0.83984375;0.744140625;0.869140625;0.796875
2313;00000678.txt;433.819555;433.189016;-1.570796;10;1;0;428;440;440;428;423;423;444;443;428;423;440;444;0.8359375;0.826171875;0.859375;0.8671875
2314;00000679.txt;228.029203;432.192454;3.045734;11;1;0;214;241;242;216;430;426;436;438;214;426;242;438;0.41796875;0.83203125;0.47265625;0.85546875
2315;00000680.txt;10.756594;85.494564;1.547812;11;1;0;7;15;16;7;75;75;97;97;7;75;16;97;0.013671875;0.146484375;0.03125;0.189453125
